int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int64	int	DTItemNum[]	int	int	int	int
11342	克利夫顿山	Clifton Hills	13	0.6;0.95	0	0	1402	0	0	238	0	0	0	10	1469260	2000	1:5;9001:10;5005:72	5	11341	11343	1148
11343	花钟	Floral Clock	13	0.68;0.56	1101	0	0	0	0	235	0	0	0	8	1491299	2000	1:5;9001:10;5005:72	5	11342	11344	1148
11344	极光村	Aurora Village	13	0.2;0.2	0	0	0	1501	244	0	0	0	0	17	1491300	2000	1:5;9001:10;5005:73	5	11343	11345	1149
11345	布什飞行员纪念碑	Bush Pilots Monument	13	0.2;0.7	0	1201	0	0	242	0	0	0	0	13	1513670	2000	1:5;9001:10;5005:73	5	11344	11346	1149
11346	耶洛奈夫市	City of Yellowknife	13	0.68;0.4	0	1202	0	0	0	0	242	0	0	13	1536375	2000	1:5;9001:10;5005:73	5	11345	11347	1149
11347	老镇	Old Town	13	0.65;0.75	1101	0	0	0	0	243	0	0	0	10	1559421	2000	1:5;9001:10;5005:73	5	11346	11348	1149
11348	耶洛奈夫旧城遗址	Old city Ruins	13	0.68;0.2	0	0	0	1501	0	244	0	0	0	10	1582812	2000	1:5;9001:10;5005:73	5	11347	11349	1149
11349	下到地球画廊	Down Earth Gallery	13	0.1;0.9	0	1201	0	0	0	243	0	0	0	10	1606554	2000	1:5;9001:10;5005:73	5	11348	11350	1149
11350	耶洛奈夫市政厅	Yellowknife City Hal	13	0.6;0.95	1102	0	0	0	0	0	243	0	0	10	1630652	2000	1:5;9001:10;5005:73	5	11349	11351	1149
11351	耶洛奈夫立法院	Legislative Court	13	0.68;0.56	0	0	0	1502	0	243	0	0	0	8	1655112	2000	1:5;9001:10;5005:73	5	11350	11352	1149
11352	惠斯勒滑雪场	Whistler Blackcomb	13	0.2;0.2	1102	0	0	0	0	245	0	0	0	17	1655200	2000	1:5;9001:10;5005:74	5	11351	11353	1150
11353	惠斯勒山	Whistler Mountain	13	0.2;0.7	1101	0	0	0	0	0	246	0	0	13	1680028	2000	1:5;9001:10;5005:74	5	11352	11354	1150
11354	黑梳山	Blackcomb Mountain	13	0.68;0.4	0	0	1401	0	0	247	0	0	0	13	1705228	2000	1:5;9001:10;5005:74	5	11353	11355	1150
11355	贡多拉峰第二峰	Peak 2 Peak Gondola	13	0.65;0.75	0	1201	0	0	248	0	0	0	0	10	1730806	2000	1:5;9001:10;5005:74	5	11354	11356	1150
11356	洛斯特湖	Lost Lake	13	0.68;0.2	0	0	0	1502	0	249	0	0	0	10	1756768	2000	1:5;9001:10;5005:74	5	11355	11357	1150
11357	绿湖	Green lake	13	0.1;0.9	0	0	0	1502	0	245	0	0	0	10	1783120	2000	1:5;9001:10;5005:74	5	11356	11358	1150
11358	惠斯勒游客中心	Visitor Centre	13	0.6;0.95	0	1202	0	0	0	249	0	0	0	10	1809867	2000	1:5;9001:10;5005:74	5	11357	11359	1150
11359	惠斯勒博物馆	Whistler Museum	13	0.68;0.56	1101	0	0	0	247	0	0	0	0	8	1837015	2000	1:5;9001:10;5005:74	5	11358	11360	1150
11360	阿尔伯塔大学	UA	13	0.2;0.2	0	0	1402	0	0	0	250	0	0	13	1837100	3000	1:5;9001:11;5005:76	5	11359	11361	1151
11361	艾尔伯特法政大厅	Legislature Building	13	0.2;0.7	1102	0	0	0	0	253	0	0	0	10	1864657	3000	1:5;9001:11;5005:76	5	11360	11362	1151
11362	银河乐园	Galaxyland	13	0.68;0.4	0	0	0	1501	0	0	253	0	0	10	1892627	3000	1:5;9001:11;5005:76	5	11361	11363	1151
11363	阿尔伯塔皇家博物馆	Royal Alberta Museum	13	0.65;0.75	1102	0	0	0	252	0	0	0	0	10	1921016	3000	1:5;9001:11;5005:76	5	11362	11364	1151
11364	罗斯中学	ROSS SHEPPARD	13	0.68;0.2	0	1202	0	0	0	0	252	0	0	10	1949831	3000	1:5;9001:11;5005:76	5	11363	11365	1151
11365	威廉霍雷拉克公园	Will Hawrelak Park	13	0.1;0.9	0	0	0	1501	0	0	254	0	0	8	1979078	3000	1:5;9001:11;5005:76	5	11364	11366	1151
11366	艾伯塔美术馆	Art Gallery	13	0.6;0.95	1101	0	0	0	0	254	0	0	0	8	2008764	3000	1:5;9001:11;5005:76	5	11365	11367	1151
11367	埃德蒙顿市政厅	Edmonton City Hall	13	0.68;0.56	0	1201	0	0	254	0	0	0	0	7	2038895	3000	1:5;9001:11;5005:76	5	11366	11368	1151
11368	金斯顿市政厅	Kingston City Hall	13	0.2;0.2	0	0	0	1502	256	0	0	0	0	13	2038900	3000	1:5;9001:11;5005:77	5	11367	11369	1152
11369	皇后大学	Queen's University	13	0.2;0.7	1102	0	0	0	0	257	0	0	0	10	2069484	3000	1:5;9001:11;5005:77	5	11368	11370	1152
11370	亨利炮台	Fort Henry	13	0.68;0.4	1102	0	0	0	0	0	258	0	0	10	2100526	3000	1:5;9001:11;5005:77	5	11369	11371	1152
11371	城市公园	City Park	13	0.65;0.75	0	0	0	1502	0	0	255	0	0	10	2132034	3000	1:5;9001:11;5005:77	5	11370	11372	1152
11372	安大略湖公园	Lake Ontario Park	13	0.68;0.2	0	0	1401	0	258	0	0	0	0	10	2164015	3000	1:5;9001:11;5005:77	5	11371	11373	1152
11373	国家历史遗址	Historic Site	13	0.1;0.9	0	1201	0	0	0	259	0	0	0	8	2196475	3000	1:5;9001:11;5005:77	5	11372	11374	1152
11374	金斯敦海滨	Kingston Waterfront	13	0.6;0.95	0	0	0	1502	0	255	0	0	0	8	2229422	3000	1:5;9001:11;5005:77	5	11373	11375	1152
11375	沃尔夫岛	Wolfe Island	13	0.68;0.56	1101	0	0	0	258	0	0	0	0	7	2262863	3000	1:5;9001:11;5005:77	5	11374	11376	1152
11376	佩姬湾	Peggy's Cove	13	0.2;0.2	0	1201	0	0	0	0	261	0	0	13	2262900	3000	1:5;9001:11;5005:78	5	11375	11377	1153
11377	舒碧公园	Shubie Park	13	0.2;0.7	0	0	1402	0	264	0	0	0	0	10	2296844	3000	1:5;9001:11;5005:78	5	11376	11378	1153
11378	海洋博物馆	Maritime Museum	13	0.68;0.4	0	0	1402	0	0	264	0	0	0	10	2331297	3000	1:5;9001:11;5005:78	5	11377	11379	1153
11379	21号码头	Pier 21	13	0.65;0.75	1102	0	0	0	0	262	0	0	0	10	2366266	3000	1:5;9001:11;5005:78	5	11378	11380	1153
11380	快乐点公园	Happy Point Park	13	0.68;0.2	0	0	0	1501	0	262	0	0	0	10	2401760	3000	1:5;9001:11;5005:78	5	11379	11381	1153
11381	达尔豪斯大学	Dalhousie University	13	0.1;0.9	0	0	1401	0	261	0	0	0	0	8	2437786	3000	1:5;9001:11;5005:78	5	11380	11382	1153
11382	国家历史遗迹	Historic Site	13	0.6;0.95	0	1201	0	0	0	0	263	0	0	8	2474353	3000	1:5;9001:11;5005:78	5	11381	11383	1153
11383	探索中心	Discovery Centre	13	0.68;0.56	1102	0	0	0	0	260	0	0	0	7	2511468	3000	1:5;9001:11;5005:78	5	11382	11384	1153
11384	海滨公园	Waterfront Park	13	0.2;0.2	0	0	0	1502	0	0	267	0	0	13	2511500	3000	1:5;9001:11;5005:79	5	11383	11385	1154
11385	春日井日本花园	Japanese Garden	13	0.2;0.7	0	0	1401	0	0	0	267	0	0	10	2549173	3000	1:5;9001:11;5005:79	5	11384	11386	1154
11386	潘多西使命	Pandosy Mission	13	0.68;0.4	0	1202	0	0	0	0	269	0	0	10	2587411	3000	1:5;9001:11;5005:79	5	11385	11387	1154
11387	奥肯那根遗产博物馆	Heritage Museum	13	0.65;0.75	0	0	1402	0	0	265	0	0	0	10	2626222	3000	1:5;9001:11;5005:79	5	11386	11388	1154
11388	诺克斯山公园	Knox Mountain Park	13	0.68;0.2	1102	0	0	0	0	0	268	0	0	10	2665615	3000	1:5;9001:11;5005:79	5	11387	11389	1154
11389	城市公园	City Park	13	0.1;0.9	0	0	0	1501	0	265	0	0	0	8	2705599	3000	1:5;9001:11;5005:79	5	11388	11390	1154
11390	海滨公园	Waterfront Park	13	0.6;0.95	0	0	1402	0	268	0	0	0	0	8	2746183	3000	1:5;9001:11;5005:79	5	11389	11391	1154
11391	玫瑰谷地区公园	Rose Valley Park	13	0.68;0.56	0	1202	0	0	266	0	0	0	0	7	2787376	3000	1:5;9001:11;5005:79	5	11390	11392	1154
11392	麦克马斯特大学	McMaster University	13	0.2;0.2	1102	0	0	0	0	0	272	0	0	13	2787400	3000	1:5;9001:11;5005:80	5	11391	11393	1155
11393	海湾公园	Bayfront Park	13	0.2;0.7	0	0	0	1502	0	0	270	0	0	10	2829211	3000	1:5;9001:11;5005:80	5	11392	11394	1155
11394	登打士谷保护区	Conservation Area	13	0.68;0.4	0	1201	0	0	270	0	0	0	0	10	2871649	3000	1:5;9001:11;5005:80	5	11393	11395	1155
11395	水瓶座剧院	Theatre Aquarius	13	0.65;0.75	0	0	1402	0	0	273	0	0	0	10	2914724	3000	1:5;9001:11;5005:80	5	11394	11396	1155
11396	韦伯斯特瀑布	Webster Falls	13	0.68;0.2	1102	0	0	0	273	0	0	0	0	10	2958445	3000	1:5;9001:11;5005:80	5	11395	11397	1155
11397	汉密尔顿的瀑布	Hamilton Waterfalls	13	0.1;0.9	0	0	0	1502	272	0	0	0	0	8	3002822	3000	1:5;9001:11;5005:80	5	11396	11398	1155
11398	汉密尔顿会议中心	Convention Centre	13	0.6;0.95	0	0	1401	0	0	274	0	0	0	8	3047864	3000	1:5;9001:11;5005:80	5	11397	11399	1155
11399	海洋探索中心	Marine Centre	13	0.68;0.56	0	1201	0	0	0	0	273	0	0	7	3093582	3000	1:5;9001:11;5005:80	5	11398	11400	1155
11400	阿西尼博因公园	Assiniboine Park	13	0.2;0.2	1101	0	0	0	275	0	0	0	0	13	3093600	3000	1:5;9001:12;5005:82	5	11399	11401	1156
11401	马尼托巴立法大楼	Legislative Building	13	0.2;0.7	0	0	0	1502	279	0	0	0	0	10	3140004	3000	1:5;9001:12;5005:82	5	11400	11402	1156
11402	阿西尼博因公园	Assiniboine Park	13	0.68;0.4	0	1202	0	0	0	276	0	0	0	10	3187104	3000	1:5;9001:12;5005:82	5	11401	11403	1156
11403	加拿大皇家造币厂	Royal Canadian Mint	13	0.65;0.75	0	0	0	1501	276	0	0	0	0	10	3234911	3000	1:5;9001:12;5005:82	5	11402	11404	1156
11404	福克斯国家历史遗址	Forks Historic Site	13	0.68;0.2	0	0	1402	0	0	278	0	0	0	10	3283435	3000	1:5;9001:12;5005:82	5	11403	11405	1156
11405	温尼伯美术馆	Winnipeg Art Gallery	13	0.1;0.9	0	1201	0	0	0	0	276	0	0	8	3332687	3000	1:5;9001:12;5005:82	5	11404	11406	1156
11406	温尼伯铁路博物馆	Railway Museum	13	0.6;0.95	0	0	0	1501	0	0	279	0	0	8	3382677	3000	1:5;9001:12;5005:82	5	11405	11407	1156
11407	曼尼托巴儿童博物馆	Children's Museum	13	0.68;0.56	0	0	1402	0	0	0	278	0	0	7	3433417	3000	1:5;9001:12;5005:82	5	11406	11408	1156
11408	河滨公园	Riverside Park	13	0.2;0.2	0	1202	0	0	0	0	283	0	0	13	3433500	3000	1:5;9001:12;5005:83	5	11407	11409	1157
11409	滑铁卢公园	Waterloo Park	13	0.2;0.7	0	0	1401	0	0	280	0	0	0	10	3485003	3000	1:5;9001:12;5005:83	5	11408	11410	1157
11410	滑铁卢地区博物馆	Waterloo Museum	13	0.68;0.4	0	0	0	1501	0	0	280	0	0	10	3537278	3000	1:5;9001:12;5005:83	5	11409	11411	1157
11411	圣雅各布游客中心	Vistor Center	13	0.65;0.75	0	1201	0	0	0	0	283	0	0	10	3590337	3000	1:5;9001:12;5005:83	5	11410	11412	1157
11412	滑铁卢中央铁路	Central Railway	13	0.68;0.2	0	0	1401	0	0	0	283	0	0	10	3644192	3000	1:5;9001:12;5005:83	5	11411	11413	1157
11413	林登公共捕鱼	Lyndon Open Fishing	13	0.1;0.9	0	0	0	1502	280	0	0	0	0	8	3698855	3000	1:5;9001:12;5005:83	5	11412	11414	1157
11414	高尔夫乡村俱乐部	Country Golf Club	13	0.6;0.95	1102	0	0	0	0	282	0	0	0	8	3754338	3000	1:5;9001:12;5005:83	5	11413	11415	1157
11415	奇科皮地铁公园	Chicopee Tube Park	13	0.68;0.56	0	0	0	1502	281	0	0	0	0	7	3810653	3000	1:5;9001:12;5005:83	5	11414	11416	1157
11416	耶洛奈夫镇	Yellow Knife Town	13	0.2;0.2	0	0	1401	0	0	0	288	0	0	13	3810700	3000	1:5;9001:12;5005:84	5	11415	11417	1158
11417	极光村	Aurora Village	13	0.2;0.7	0	1201	0	0	287	0	0	0	0	10	3867861	3000	1:5;9001:12;5005:84	5	11416	11418	1158
11418	遗产中心	Heritage Centre	13	0.68;0.4	0	1202	0	0	0	0	288	0	0	10	3925879	3000	1:5;9001:12;5005:84	5	11417	11419	1158
11419	大奴湖	Great slave lake	13	0.65;0.75	0	0	0	1502	0	0	289	0	0	10	3984767	3000	1:5;9001:12;5005:84	5	11418	11420	1158
11420	耶洛奈夫旧城遗址	Old city Ruins	13	0.68;0.2	1101	0	0	0	0	286	0	0	0	10	4044539	3000	1:5;9001:12;5005:84	5	11419	11421	1158
11421	布什飞行员纪念碑	Bush Pilot Monument	13	0.1;0.9	0	1202	0	0	0	0	288	0	0	8	4105207	3000	1:5;9001:12;5005:84	5	11420	11422	1158
11422	下到地球画廊	Down Earth Gallery	13	0.6;0.95	0	0	1402	0	0	0	285	0	0	8	4166785	3000	1:5;9001:12;5005:84	5	11421	11423	1158
11423	耶洛奈夫市	Yellowknife	13	0.68;0.56	0	1201	0	0	0	0	288	0	0	7	4229287	3000	1:5;9001:12;5005:84	5	11422	11424	1158
11424	育空交通博物馆	Transport Museum	13	0.2;0.2	0	0	0	1501	0	293	0	0	0	13	4229300	3000	1:5;9001:12;5005:85	5	11423	11425	1159
11425	育空游客信息中心	Visitor Info Centre	13	0.2;0.7	0	0	1402	0	0	0	291	0	0	10	4292740	3000	1:5;9001:12;5005:85	5	11424	11426	1159
11426	怀特霍斯鱼道	Whitehorse Fishway	13	0.68;0.4	0	1202	0	0	292	0	0	0	0	10	4357131	3000	1:5;9001:12;5005:85	5	11425	11427	1159
11427	采矿博物馆	Mining Museum	13	0.65;0.75	0	0	0	1501	291	0	0	0	0	10	4422488	3000	1:5;9001:12;5005:85	5	11426	11428	1159
11428	麦克布莱德博物馆	MacBride Museum	13	0.68;0.2	1102	0	0	0	0	0	291	0	0	10	4488825	3000	1:5;9001:12;5005:85	5	11427	11429	1159
11429	麦金太尔溪	McIntyre Creek	13	0.1;0.9	0	1201	0	0	0	291	0	0	0	8	4556157	3000	1:5;9001:12;5005:85	5	11428	11430	1159
11430	北端画廊	North End Gallery	13	0.6;0.95	0	0	1402	0	291	0	0	0	0	8	4624499	3000	1:5;9001:12;5005:85	5	11429	11431	1159
11431	山景高尔夫俱乐部	Golf Club	13	0.68;0.56	0	0	0	1502	0	292	0	0	0	7	4693866	3000	1:5;9001:12;5005:85	5	11430	11432	1159
11432	麦肯齐格伦区公园	District Park	13	0.2;0.2	1102	0	0	0	0	0	299	0	0	13	4693900	3000	1:5;9001:12;5005:86	5	11431	11433	1160
11433	乐高乐园探索中心	Legoland Centre	13	0.2;0.7	0	1201	0	0	0	0	298	0	0	10	4764309	3000	1:5;9001:12;5005:86	5	11432	11434	1160
11434	表演艺术剧院	Performing Theatre	13	0.68;0.4	0	0	1401	0	0	295	0	0	0	10	4835774	3000	1:5;9001:12;5005:86	5	11433	11435	1160
11435	爬行纲动物园	Reptilia Zoo	13	0.65;0.75	0	1201	0	0	0	298	0	0	0	10	4908311	3000	1:5;9001:12;5005:86	5	11434	11436	1160
11436	博伊德保护区	Boyd Conserve Area	13	0.68;0.2	0	0	1402	0	297	0	0	0	0	10	4981936	3000	1:5;9001:12;5005:86	5	11435	11437	1160
11437	高尔夫俱乐部	Golf Club	13	0.1;0.9	0	0	0	1502	0	298	0	0	0	8	5056665	3000	1:5;9001:12;5005:86	5	11436	11438	1160
11438	恒星车道	Stellar Lanes	13	0.6;0.95	1101	0	0	0	0	296	0	0	0	8	5132515	3000	1:5;9001:12;5005:86	5	11437	11439	1160
11439	大卫邓拉普天文台	Observatory	13	0.68;0.56	0	1202	0	0	0	299	0	0	0	7	5209503	3000	1:5;9001:12;5005:86	5	11438	11440	1160
11440	阿冈昆公园	Algonquin Park	11	0.2;0.15	0	0	1402	0	0	0	303	0	0	10	5209600	4000	1:5;9001:13;5005:88	5	11439	11441	1161
11441	缓存湾	Cache Bay	11	0.1;0.35	1102	0	0	0	0	0	302	0	0	10	5261696	4000	1:5;9001:13;5005:88	5	11440	11442	1161
11442	刀湖	Knife Lake	11	0.5;0.3	0	0	0	1501	300	0	0	0	0	10	5314313	4000	1:5;9001:13;5005:88	5	11441	11443	1161
11443	链人湖	Man Chain of Lakes	11	0.1;0.7	0	0	1401	0	300	0	0	0	0	10	5367456	4000	1:5;9001:13;5005:88	5	11442	11444	1161
11444	边界点	Boundary Point	11	0.67;0.14	0	1202	0	0	302	0	0	0	0	8	5421131	4000	1:5;9001:13;5005:88	5	11443	11445	1161
11445	瀑布链	Falls Chain	11	0.1;0.89	1101	0	0	0	0	302	0	0	0	8	5475342	4000	1:5;9001:13;5005:88	5	11444	11446	1161
11446	圣母升天大教堂	Assumption Cathedral	11	0.66;0.7	0	0	1401	0	0	0	302	0	0	8	5530095	4000	1:5;9001:13;5005:88	5	11445	11447	1161
11447	冒险马厩	Adventure Stables	11	0.68;0.45	0	1201	0	0	0	303	0	0	0	7	5585396	4000	1:5;9001:13;5005:88	5	11446	11448	1161
11448	麦克湖	Mack Lake	11	0.6;0.95	0	0	0	1501	0	303	0	0	0	6	5641250	4000	1:5;9001:13;5005:88	5	11447	11449	1161
11449	格兰迪湖省立公园	Provincial Park	11	0.2;0.15	0	0	0	1502	0	309	0	0	0	10	5641300	4000	1:5;9001:13;5005:89	5	11448	11450	1162
11450	塔山博物馆	Tower Hill Museum	11	0.1;0.35	1102	0	0	0	306	0	0	0	0	10	5697713	4000	1:5;9001:13;5005:89	5	11449	11451	1162
11451	雌狮湖	Lioness Lake	11	0.5;0.3	0	1201	0	0	0	0	307	0	0	10	5754690	4000	1:5;9001:13;5005:89	5	11450	11452	1162
11452	尼皮辛湖	Lake Nipissing	11	0.1;0.7	0	0	1401	0	305	0	0	0	0	10	5812237	4000	1:5;9001:13;5005:89	5	11451	11453	1162
11453	基拉尼省立公园	Provincial Park	11	0.67;0.14	0	1201	0	0	0	0	309	0	0	8	5870359	4000	1:5;9001:13;5005:89	5	11452	11454	1162
11454	雪松绿色高尔夫球场	Green Golf Course	11	0.1;0.89	0	0	1402	0	308	0	0	0	0	8	5929063	4000	1:5;9001:13;5005:89	5	11453	11455	1162
11455	萨德伯里交响乐团	Symphony Orchestra	11	0.66;0.7	0	0	0	1502	305	0	0	0	0	8	5988354	4000	1:5;9001:13;5005:89	5	11454	11456	1162
11456	寒武纪剧院	Theatre Cambrian	11	0.68;0.45	0	1201	0	0	0	0	309	0	0	7	6048238	4000	1:5;9001:13;5005:89	5	11455	11457	1162
11457	安德森农场博物馆	Anderson Farm Museum	11	0.6;0.95	1101	0	0	0	308	0	0	0	0	6	6108720	4000	1:5;9001:13;5005:89	5	11456	11458	1162
11458	绿山墙	Green Gables	11	0.2;0.15	0	0	1402	0	0	311	0	0	0	10	6108800	4000	1:5;9001:13;5005:90	5	11457	11459	1163
11459	爱德华王子岛大学	UPEI	11	0.1;0.35	0	1202	0	0	0	0	311	0	0	10	6169888	4000	1:5;9001:13;5005:90	5	11458	11460	1163
11460	维多利亚公园	Victoria Park	11	0.5;0.3	0	0	0	1501	0	311	0	0	0	10	6231587	4000	1:5;9001:13;5005:90	5	11459	11461	1163
11461	海滩省立公园	Provincial Park	11	0.1;0.7	0	0	1401	0	0	310	0	0	0	10	6293903	4000	1:5;9001:13;5005:90	5	11460	11462	1163
11462	太子电池	Prince Battery	11	0.67;0.14	0	1202	0	0	313	0	0	0	0	8	6356842	4000	1:5;9001:13;5005:90	5	11461	11463	1163
11463	夏洛特敦市政厅	City Hall	11	0.1;0.89	0	0	0	1501	0	0	314	0	0	8	6420410	4000	1:5;9001:13;5005:90	5	11462	11464	1163
11464	阿西尼博因动物园	Assiniboine Zoo	11	0.66;0.7	1101	0	0	0	0	0	314	0	0	8	6484614	4000	1:5;9001:13;5005:90	5	11463	11465	1163
11465	马尼托巴立法大楼	Legislate Building	11	0.68;0.45	0	1201	0	0	310	0	0	0	0	7	6549460	4000	1:5;9001:13;5005:90	5	11464	11466	1163
11466	阿西尼博因公园	Assiniboine Park	11	0.6;0.95	0	0	0	1501	0	0	312	0	0	6	6614955	4000	1:5;9001:13;5005:90	5	11465	11467	1163
11467	雪松溪庄园酒庄	Cedar Creek Estate	11	0.2;0.15	0	0	0	1502	0	0	315	0	0	10	6615000	4000	1:5;9001:13;5005:91	5	11466	11468	1164
11468	海滨公园	Waterfront Park	11	0.1;0.35	1102	0	0	0	0	318	0	0	0	10	6681150	4000	1:5;9001:13;5005:91	5	11467	11469	1164
11469	诺克斯山公园	Knox Mountain Park	11	0.5;0.3	0	0	1401	0	0	318	0	0	0	10	6747962	4000	1:5;9001:13;5005:91	5	11468	11470	1164
11470	奥肯那根遗产博物馆	Heritage Museum	11	0.1;0.7	0	0	1401	0	318	0	0	0	0	10	6815442	4000	1:5;9001:13;5005:91	5	11469	11471	1164
11471	春日井日本花园	Japanese Garden	11	0.67;0.14	0	1201	0	0	0	315	0	0	0	8	6883596	4000	1:5;9001:13;5005:91	5	11470	11472	1164
11472	城市公园	City Park	11	0.1;0.89	0	0	1402	0	319	0	0	0	0	8	6952432	4000	1:5;9001:13;5005:91	5	11471	11473	1164
11473	奥肯那根军事博物馆	Military Museum	11	0.66;0.7	0	0	0	1502	0	0	319	0	0	8	7021956	4000	1:5;9001:13;5005:91	5	11472	11474	1164
11474	熊溪体育射击之旅	Bear Creek Park	11	0.68;0.45	1101	0	0	0	0	319	0	0	0	7	7092176	4000	1:5;9001:13;5005:91	5	11473	11475	1164
11475	熊溪省立公园	Provincial Park	11	0.6;0.95	0	1202	0	0	0	0	318	0	0	6	7163098	4000	1:5;9001:13;5005:91	5	11474	11476	1164
11476	切尔滕纳姆荒地	Cheltenham Badlands	11	0.2;0.15	0	0	1402	0	322	0	0	0	0	10	7163100	4000	1:5;9001:13;5005:92	5	11475	11477	1165
11477	国际中心	International Centre	11	0.1;0.35	1101	0	0	0	322	0	0	0	0	10	7234731	4000	1:5;9001:13;5005:92	5	11476	11478	1165
11478	杰克达林纪念公园	Memorial Park	11	0.5;0.3	0	0	0	1501	0	0	320	0	0	10	7307078	4000	1:5;9001:13;5005:92	5	11477	11479	1165
11479	家庭娱乐中心	Family Fun Centre	11	0.1;0.7	0	0	1401	0	0	0	320	0	0	10	7380149	4000	1:5;9001:13;5005:92	5	11478	11480	1165
11480	普莱迪尼姆游乐场	Playdium	11	0.67;0.14	0	1202	0	0	320	0	0	0	0	8	7453950	4000	1:5;9001:13;5005:92	5	11479	11481	1165
11481	布兰普顿市政厅	Brampton City Hall	11	0.1;0.89	1101	0	0	0	0	0	322	0	0	8	7528490	4000	1:5;9001:13;5005:92	5	11480	11482	1165
11482	植物天堂乡村花园	Paradise Gardens	11	0.66;0.7	0	0	0	1501	0	0	324	0	0	8	7603775	4000	1:5;9001:13;5005:92	5	11481	11483	1165
11483	布莱克伍德画廊	Blackwood Gallery	11	0.68;0.45	0	1201	0	0	323	0	0	0	0	7	7679813	4000	1:5;9001:13;5005:92	5	11482	11484	1165
11484	皮尔逊公约中心	Pearson Center	11	0.6;0.95	1101	0	0	0	0	320	0	0	0	6	7756611	4000	1:5;9001:13;5005:92	5	11483	11485	1165
11485	兰尼峡谷吊桥	Ranney Bridge	11	0.2;0.15	0	0	1402	0	0	0	326	0	0	10	7756700	4000	1:5;9001:14;5005:94	5	11484	11486	1166
11486	加拿大消防员博物馆	Fire Fighters Museum	11	0.1;0.35	1102	0	0	0	0	325	0	0	0	10	7834267	4000	1:5;9001:14;5005:94	5	11485	11487	1166
11487	高尔夫俱乐部	Golf Club	11	0.5;0.3	0	0	0	1502	0	326	0	0	0	10	7912610	4000	1:5;9001:14;5005:94	5	11486	11488	1166
11488	农业社会展览会场	Farm Society Grounds	11	0.1;0.7	0	0	1401	0	0	0	326	0	0	10	7991736	4000	1:5;9001:14;5005:94	5	11487	11489	1166
11489	科堡溪高尔夫球场	Golf Course	11	0.67;0.14	0	1201	0	0	0	0	325	0	0	8	8071653	4000	1:5;9001:14;5005:94	5	11488	11490	1166
11490	大苹果	Big Apple	11	0.1;0.89	1101	0	0	0	325	0	0	0	0	8	8152370	4000	1:5;9001:14;5005:94	5	11489	11491	1166
11491	默里山高尔夫球场	Golf Course	11	0.66;0.7	0	0	0	1502	329	0	0	0	0	8	8233894	4000	1:5;9001:14;5005:94	5	11490	11492	1166
11492	多萝西故居博物馆	Dorothy Museum	11	0.68;0.45	1101	0	0	0	325	0	0	0	0	7	8316233	4000	1:5;9001:14;5005:94	5	11491	11493	1166
11493	费里斯省立公园	Provincial Park	11	0.6;0.95	0	1202	0	0	328	0	0	0	0	6	8399395	4000	1:5;9001:14;5005:94	5	11492	11494	1166
11494	曲棍球遗产	Hockey Heritage	11	0.2;0.15	0	0	1402	0	333	0	0	0	0	10	8399400	4000	1:5;9001:14;5005:95	5	11493	11495	1167
11495	历史博物馆	Historical Museum	11	0.1;0.35	0	0	0	1501	0	0	332	0	0	10	8483394	4000	1:5;9001:14;5005:95	5	11494	11496	1167
11496	北方历史博物馆	Museum of History	11	0.5;0.3	0	0	0	1501	0	0	332	0	0	10	8568228	4000	1:5;9001:14;5005:95	5	11495	11497	1167
11497	埃斯克湖	Esker Lakes	11	0.1;0.7	0	0	1402	0	0	333	0	0	0	10	8653910	4000	1:5;9001:14;5005:95	5	11496	11498	1167
11498	省立公园	Provincial Park	11	0.67;0.14	0	1202	0	0	330	0	0	0	0	8	8740449	4000	1:5;9001:14;5005:95	5	11497	11499	1167
11499	世界上最短的廊桥	Shortest Bridge	11	0.1;0.89	1101	0	0	0	332	0	0	0	0	8	8827853	4000	1:5;9001:14;5005:95	5	11498	11500	1167
11500	遗产博物馆	Heritage Museum	11	0.66;0.7	0	0	0	1502	0	331	0	0	0	8	8916132	4000	1:5;9001:14;5005:95	5	11499	11501	1167
11501	钴矿博物馆	Cobalt Museum	11	0.68;0.45	0	1201	0	0	332	0	0	0	0	7	9005293	4000	1:5;9001:14;5005:95	5	11500	11502	1167
11502	魔鬼之石	Devil's Rock	11	0.6;0.95	1101	0	0	0	331	0	0	0	0	6	9095346	4000	1:5;9001:14;5005:95	5	11501	11503	1167
11503	穆斯科卡湖博物馆	Muskoka Lakes Museum	11	0.2;0.15	0	0	1401	0	338	0	0	0	0	10	9095400	4000	1:5;9001:14;5005:96	5	11502	11504	1168
11504	哈代湖省立公园	Provincial Park	11	0.1;0.35	0	0	0	1502	0	0	337	0	0	10	9186354	4000	1:5;9001:14;5005:96	5	11503	11505	1168
11505	诺伍德电影院	Norwood Cinemas	11	0.5;0.3	1102	0	0	0	339	0	0	0	0	10	9278218	4000	1:5;9001:14;5005:96	5	11504	11506	1168
11506	穆斯科卡遗产地	Heritage Place	11	0.1;0.7	1101	0	0	0	338	0	0	0	0	10	9371000	4000	1:5;9001:14;5005:96	5	11505	11507	1168
11507	多塞特遗产博物馆	Heritage Museum	11	0.67;0.14	0	0	1401	0	0	335	0	0	0	8	9464710	4000	1:5;9001:14;5005:96	5	11506	11508	1168
